accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,latitude,longitude
2024-11-08,8:01:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,358,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.873304,23.918781
2024-11-07,4:10:00 PM,четвер,місто,Львів,Залізничний,вулиця,Городоцька,284/1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду регульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.824031,23.932085
2024-11-09,7:35:00 PM,субота,місто,Дубляни,Шевченківський,вулиця,Львівська,7,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.890408,24.092567
2024-11-14,12:25:00 PM,четвер,місто,Львів,Сихівський,вулиця,Хоткевича Г.,10,null,зіткнення бокове,ненадання переваги в русі при виїзді на дорогу з прилеглої території,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.795007,24.050341
2024-11-02,8:15:00 AM,субота,місто,Львів,Шевченківський,вулиця,Шевченка Т.,388,null,зіткнення бокове,виїзд на смугу зустрічного руху,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.873425,23.919296
2024-11-11,2:35:00 PM,понеділок,місто,Львів,Личаківський,вулиця,Кукурудзяна,4,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.862292,24.062591
2024-10-17,1:45:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,29в,null,зіткнення бокове,порушення правил маневрування,4,помер на місці дтп,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,49.864104,24.035039
2024-10-15,8:01:00 AM,вівторок,село,Малехів,Шевченківський,вулиця,Жовківська,null,null,зіткнення бокове,порушення правил обгону,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.885966,24.059429
2024-10-16,7:40:00 PM,середа,місто,Львів,Франківський,вулиця,Здоров'я,3,null,перекидання тз,перевищення безпечної швидкості,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.832571,24.010658
2024-11-09,12:01:00 PM,субота,місто,Львів,Франківський,вулиця,Пулюя І.,20,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.801977,23.985445
2024-11-07,3:10:00 PM,четвер,місто,Львів,Залізничний,вулиця,Любінська,97,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.820857,23.97242
2024-10-24,6:13:00 PM,четвер,місто,Львів,Личаківський,вулиця,Медової Печери,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.825498,24.077418
2024-11-01,6:29:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Каховська,15,null,зіткнення бокове,"недодержання дистанції, перевищення безпечної швидкості",4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,49.82475,23.954937
2024-10-21,10:20:00 PM,понеділок,місто,Львів,Залізничний,вулиця,Любінська,98,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.823075,23.974496
2024-10-17,7:25:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Тунельна,15,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.863039,24.004194
2024-10-25,4:43:00 PM,п'ятниця,місто,Львів,Сихівський,вулиця,Гашека Я.,17,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил під час руху заднім ходом,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.79716,24.02084
2024-11-03,5:30:00 PM,неділя,місто,Львів,Сихівський,вулиця,Сихівська,46,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.794345,24.064854
2024-11-07,12:20:00 PM,четвер,місто,Львів,Сихівський,вулиця,Коломийська,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.78834,24.060246
2024-11-15,8:05:00 PM,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,12,null,зіткнення бокове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.856765,24.02357
2024-10-17,6:14:00 PM,четвер,місто,Львів,Франківський,вулиця,"Чупринки Т., ген.",16,null,зіткнення бокове,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.833595,24.014268
2024-10-28,10:16:00 PM,понеділок,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",52,null,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.827162,24.010583
2024-10-25,1:36:00 AM,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",84,null,перекидання тз,перевищення безпечної швидкості,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.786993,24.058288
2024-11-18,4:30:00 PM,понеділок,місто,Львів,Франківський,вулиця,Коновальця Є.,97,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.826277,23.997198
2024-12-10,5:43:00 PM,вівторок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,null,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.859152,24.020169
2024-11-23,5:53:00 PM,субота,місто,Винники,Личаківський,вулиця,Галицька,89,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,помер по дорозі в лікарню,null,null,null,null,null,null,null,null,null,49.817981,24.151812
2024-12-04,7:30:00 AM,середа,місто,Львів,Франківський,вулиця,Володимира Великого,3,null,наїзд на пішохода - пішохід рухався у попутному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.807631,24.016864
2024-12-06,12:46:00 PM,п'ятниця,місто,Львів,Галицький,проспект,"Шевченка Т., просп.",null,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.838304,24.032078
2024-12-09,9:40:00 AM,понеділок,місто,Львів,Сихівський,вулиця,Зелена,269,null,зіткнення бокове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.803711,24.069237
2024-11-22,8:30:00 PM,п'ятниця,місто,Дубляни,Шевченківський,вулиця,Київська,null,вул. Київська - вул. Володимира Великого,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.891787,24.090464
2024-12-08,8:42:00 PM,неділя,місто,Львів,Залізничний,вулиця,Ряшівська,null,вул. Ряшівська - вул. Городоцька,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.82792,23.9538
2024-11-26,8:30:00 AM,вівторок,місто,Львів,Франківський,вулиця,Стрийська,230,null,наїзд на інші види перешкод,"перевтома, сон за кермом",1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.795557,24.015502
2024-12-13,5:02:00 PM,п'ятниця,місто,Львів,Галицький,вулиця,Хмельницького Б.,null,вул. Хмельницького Б. - вул. Гонти І.,зіткнення лобове,інші порушення правил проїзду нерегульованих перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.84478,24.029347
2024-11-16,5:35:00 PM,субота,місто,Львів,Сихівський,вулиця,Пасічна,167,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.805103,24.075524
2024-11-28,8:51:00 AM,четвер,місто,Львів,Залізничний,вулиця,Садова,null,вул. Садова - вул. Кульпарківська,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.821386,23.988626
2024-12-12,5:13:00 PM,четвер,місто,Львів,Залізничний,вулиця,Городоцька,274,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.824352,23.932831
2024-11-28,5:15:00 PM,четвер,місто,Львів,Сихівський,вулиця,Карманського П.,null,вул. Карманського П. - вул. Франка І.,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.820334,24.027389
2024-12-01,3:30:00 PM,неділя,місто,Львів,Шевченківський,вулиця,Грінченка Б.,5,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.871033,24.053299
2024-11-18,4:45:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Тунельна,15,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.863104,24.004167
2024-12-01,5:20:00 PM,неділя,селище,Рудне,Залізничний,вулиця,Мазепи І.,23,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.835706,23.891691
2024-11-28,10:20:00 AM,четвер,місто,Львів,Франківський,вулиця,Княгині Ольги,102,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.81247,23.999864
2024-12-08,5:30:00 PM,неділя,місто,Львів,Залізничний,вулиця,Любінська,101,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.821054,23.970103
2024-11-24,5:42:00 PM,неділя,місто,Львів,Галицький,проспект,"Чорновола В., просп.",2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.844445,24.025093
2024-11-19,6:01:00 PM,вівторок,місто,Львів,Галицький,вулиця,Замарстинівська,1,null,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.84789,24.027958
2024-12-04,1:13:00 PM,середа,місто,Львів,Франківський,вулиця,Володимира Великого,12,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.810338,24.006624
2024-12-04,1:50:00 PM,середа,місто,Львів,Шевченківський,вулиця,Винниця,60,null,наїзд на інші види перешкод,порушення швидкості руху,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.862579,23.992193
2024-12-03,9:23:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,Орлика П.,null,"вул. Орлика П. - вул. Мазепи І., гетьм.",наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.870812,24.033258
2024-11-22,11:50:00 PM,п'ятниця,місто,Львів,Личаківський,вулиця,Пасічна,27,null,зіткнення бокове,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,49.832595,24.06773
2024-12-06,10:01:00 AM,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,302,null,зіткнення бокове,порушення швидкості руху,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.82301266620026,23.911298875369987
2024-12-05,6:51:00 PM,четвер,місто,Львів,Галицький,вулиця,Томашівського С.,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.836412,24.028779
2024-11-18,11:56:00 PM,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,179,null,перекидання тз,перевищення безпечної швидкості,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.835332,23.994752
2024-11-28,6:26:00 PM,четвер,місто,Львів,Залізничний,вулиця,Головатого А.,null,вул. Головатого А. - вул. Виговського І.,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.826038,23.967791
2024-11-22,1:55:00 PM,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,155,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.836128,23.999376
2024-12-16,4:10:00 PM,понеділок,місто,Львів,Шевченківський,вулиця,Тунельна,15,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.86308,24.004177
2024-12-09,5:19:00 PM,понеділок,місто,Львів,Залізничний,вулиця,Левандівська,13,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.84441,23.984399
2024-12-14,5:31:00 PM,субота,місто,Львів,Галицький,вулиця,Підвальна,13,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.843058,24.034948
2024-12-09,11:02:00 PM,понеділок,місто,Львів,Сихівський,вулиця,Зелена,273,null,зіткнення бокове,"порушення правил під час зміни напрямку руху, не пов’язане з перестроюванням",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.801921,24.066292
2024-11-18,5:59:00 PM,понеділок,місто,Львів,Сихівський,вулиця,Коломийська,23,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.789248,24.067612
2024-12-10,7:30:00 AM,вівторок,місто,Львів,Сихівський,вулиця,Пасічна,164,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.806962,24.064634
2024-11-21,7:15:00 PM,четвер,місто,Львів,Личаківський,вулиця,Поліська,2,null,наїзд на інші види перешкод,"перевтома, сон за кермом",1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.874348,24.064404
2024-11-23,10:01:00 AM,субота,місто,Львів,Залізничний,вулиця,Городоцька,106,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.837124,24.003861
2024-12-16,4:08:00 PM,понеділок,місто,Львів,Галицький,площа,"Данила Галицького, пл.",4,null,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.844493,24.033043
2024-11-17,1:15:00 PM,неділя,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,null,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.797985,24.049973
2024-12-10,7:50:00 AM,вівторок,місто,Львів,Личаківський,вулиця,Вашингтона Дж.,7а,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.816274,24.069908
2024-11-18,9:55:00 PM,понеділок,місто,Львів,Галицький,вулиця,Газова,18,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.848883,24.022545
2024-11-25,10:59:00 AM,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,291,null,зіткнення бокове,невиконання вимог сигналів регулювання,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.828851,23.960141
2024-12-04,10:46:00 AM,середа,місто,Львів,Шевченківський,вулиця,Замарстинівська,107,null,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.860528,24.026638
2024-12-05,2:29:00 PM,четвер,місто,Львів,Залізничний,вулиця,Шевченка Т.,19,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.845088,24.008045
2024-11-17,4:35:00 PM,неділя,місто,Львів,Сихівський,вулиця,Демнянська,4а,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.799242,24.02975
2024-11-17,4:30:00 PM,неділя,село,Великі Грибовичі,Шевченківський,вулиця,Львівська,2,null,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.909483965277445,24.054462943523927
2024-11-19,8:10:00 PM,вівторок,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",null,"вул. Мазепи І., гетьм. - вул. Миколайчука І.",зіткнення бокове,керування транспортним засобом у стані сп'яніння,4,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,49.872222,24.042184
2024-12-12,2:30:00 PM,четвер,місто,Львів,Галицький,площа,Франка І.,88,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду зупинок громадського транспорту,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.828903,24.032341
2024-11-20,5:03:00 PM,середа,місто,Львів,Личаківський,вулиця,Богданівська,100,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,49.853341,24.077858
2024-11-27,3:30:00 PM,середа,місто,Львів,Личаківський,вулиця,Тершаковців,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.835664,24.041101
2024-11-19,3:20:00 PM,вівторок,місто,Львів,Сихівський,вулиця,Пасічна,null,вул. Пасічна - вул. Зелена,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.807167,24.061818
2024-11-30,6:25:00 AM,субота,місто,Львів,Залізничний,вулиця,Хотинська,null,вул. Хотинська - вул. Городоцька,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.837488,24.005063
2024-12-12,12:38:00 PM,четвер,місто,Львів,Залізничний,вулиця,Патона Є.,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.823415,23.961471
2024-12-12,4:15:00 PM,четвер,місто,Львів,Сихівський,вулиця,Чукаріна В.,6,null,зіткнення бокове,порушення вимог дорожніх знаків пріоритету при проїзді перехрестя,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.798864,24.045274
2024-12-12,8:20:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,64,null,зіткнення бокове,порушення швидкості руху,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.852408,24.034127
2024-12-13,10:49:00 AM,п'ятниця,місто,Львів,Галицький,вулиця,Замарстинівська,5,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.847825,24.02769
2024-11-22,5:11:00 PM,п'ятниця,місто,Львів,Галицький,вулиця,Дорошенка П.,null,вул. Дорошенка П. - вул. Бандери С.,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.834758,24.018087
2024-11-24,8:20:00 PM,неділя,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",12,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення ПДР пішоходами у стані сп'яніння,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.870241,24.032668
2024-12-14,6:58:00 PM,субота,місто,Львів,Франківський,вулиця,Героїв УПА,73,null,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,49.828626,23.991362
2024-12-01,11:01:00 AM,неділя,місто,Львів,Франківський,вулиця,Горбачевського І.,null,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.828993,24.009
2024-12-12,8:58:00 PM,четвер,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",7а,null,наїзд на інші види перешкод,порушення швидкості руху,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.826747,24.010872
2024-12-06,11:30:00 PM,п'ятниця,місто,Львів,Личаківський,вулиця,Погулянка,41,null,перекидання тз,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,49.828408,24.055139
2024-11-27,5:23:00 PM,середа,місто,Львів,Шевченківський,вулиця,Липинського В.,28,null,наїзд на пішохода - на нерегульованому пішохідному переході,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.86216,24.029288
2024-12-05,9:50:00 PM,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,120,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.849035,23.997477
2024-11-18,5:14:00 PM,понеділок,місто,Львів,Личаківський,вулиця,Богданівська,42,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.85529,24.07763
2024-11-28,11:10:00 AM,четвер,місто,Львів,Залізничний,вулиця,Кульпарківська,140,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.817884,23.987253
2024-12-09,7:01:00 PM,понеділок,місто,Львів,Сихівський,вулиця,Вашингтона Дж.,6а,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.81454,24.070718
2024-11-23,11:05:00 PM,субота,місто,Львів,Галицький,вулиця,Городоцька,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.844479,24.025126
2024-12-17,6:40:00 PM,вівторок,місто,Львів,Франківський,вулиця,Копистинського Т.,null,вул. Копистинського Т. - вул. Кульпарківська,зіткнення бокове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.828848,23.990176
2024-12-16,7:30:00 AM,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,321,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.872361,23.93569
2024-12-14,5:58:00 PM,субота,місто,Львів,Личаківський,вулиця,Вашингтона Дж.,13,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду нерегульованих пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.815239,24.072713
2024-12-07,3:10:00 PM,субота,місто,Львів,Шевченківський,вулиця,Величковського І.,1,null,падіння пасажира,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,49.874072,23.931677
2024-11-22,9:02:00 AM,п'ятниця,місто,Львів,Шевченківський,вулиця,Варшавська,113,null,наїзд на пішохода - на регульованому пішохідному переході,перехід пішоходів у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.861147,24.00804
2024-12-26,2:15:00 PM,четвер,місто,Львів,Франківський,вулиця,Стрийська,200а,null,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.799477,24.017288
2024-12-23,3:53:00 PM,понеділок,місто,Львів,Сихівський,вулиця,Кос-Анатольського А.,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.790363,24.061169
2024-12-26,7:15:00 AM,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,132,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,49.851263,23.991635
2024-12-25,8:19:00 PM,середа,село,Гряда,Шевченківський,вулиця,Центральна,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїжджу частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.935146,24.052076
2024-12-31,5:01:00 PM,вівторок,місто,Львів,Личаківський,вулиця,Мечникова І.,null,вул. Мечникова І. - вул. Шімзерів,наїзд на пішохода - пішохід рухався у попутному напрямку,інші порушення правил проїзду нерегульованих перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.834599,24.052495
2024-12-21,7:30:00 PM,субота,місто,Львів,Шевченківський,вулиця,Липинського В.,null,вул. Липинського В. - вул. Замарстинівська,зіткнення бокове,інші порушення правил проїзду регульованих перехресть,3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.86012,24.026842
2024-12-29,8:46:00 PM,неділя,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",46,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід пішоходів у невстановленому місці,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.796648,24.051143
